ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
ISA 22:20,ISA,22.0,20.0,"On that day I will summon My servant, Eliakim son of Hilkiah.","“Ase engaki eyio nindangerie omosomba one Eliakimu, mosinto o Hilikia,","“Katika siku ile, nitamwita mtumishi wangu, Eliakimu mwana wa Hilkia.",bible_ebible,12.0,10.0,10.0,,,
ISA 22:21,ISA,22.0,21.0,"I will clothe him with your robe and tie your sash around him. I will put your authority in his hand, and he will be a father to the dwellers of Jerusalem and to the house of Judah.","imobekere eganchwa yao y’obogaambi, naende imoboerie orokini rwao. Nimbeeke obogaambi bwao ase okoboko kwaye, ere nabe ise bw’abaanto ba Yerusalemu na Abayuda.","Nitamvika joho lako, nami nitamfunga mshipi wako kiunoni mwake, na kumkabidhi mamlaka yako. Yeye atakuwa baba kwa wale wanaoishi Yerusalemu na kwa nyumba ya Yuda.",bible_ebible,38.0,22.0,25.0,,,
ISA 22:22,ISA,22.0,22.0,"I will place on his shoulder the key to the house of David. What he opens no one can shut, and what he shuts no one can open.","Nimbeeke ekeigorero ki’enyomba ya Daudi ase amareko aye; ere nabe okoigora, na onde tari oranyare gosieka; nabe ogosieka na onde tari oranyare koigora.","Nitaweka mabegani mwake ufunguo wa nyumba ya Daudi. Kile afunguacho hakuna awezaye kufunga, na kile afungacho hakuna awezaye kufungua.",bible_ebible,28.0,23.0,19.0,,,
ISA 22:23,ISA,22.0,23.0,"I will drive him like a peg into a firm place, and he will be a throne of glory for the house of his father.","Nimokong’ontere akong’e buna omosumari okong’onteire ase enyasi enkong’u, na ere nabe ekerogo ki’amasikani ase enyomba ya ise.","Nitamgongomea kama kigingi kilicho mahali palipo imara, naye atakuwa kiti cha enzi cha heshima kwa ajili ya nyumba ya baba yake.",bible_ebible,25.0,17.0,21.0,,,
ISA 22:24,ISA,22.0,24.0,"So they will hang on him the whole burden of his father’s house: the descendants and the offshoots—all the lesser vessels, from bowls to every kind of jar.","“Abanto bonsi b’enyomba ya ise, na abana baye, ne chinderia chiabo, mbabe bakomosemeria abakoonye. Ebikorero bionsi, ebisinini na ebinene, mbimosung’unane.","Utukufu wote wa jamaa yake utakuwa juu yake: Watoto wa jamaa hiyo na machipukizi yake, vyombo vyake vyote vidogo, tangu bakuli hadi magudulia yote.”",bible_ebible,28.0,20.0,24.0,,,
ISA 22:25,ISA,22.0,25.0,"In that day, declares the LORD of Hosts, the peg driven into a firm place will give way; it will be sheared off and fall, and the load upon it will be cut down.” Indeed, the LORD has spoken.","Korende ase engaki eyio omosumari oria okong’onteretwe ase enyasi enkong’u nosimorwe korwao ogwe inse, ne chigurube chiasungireo nchigwe, chisamunyokane.” Nab’Omonene bw’Emeganda atebiire.","Bwana Mwenye Nguvu Zote asema, “Katika siku ile, kigingi kilichogongomewa mahali imara kitaachia njia. Kitakatwa, nacho kitaanguka na mzigo ulioningʼinia juu yake utaanguka chini.” Bwana amesema.",bible_ebible,39.0,22.0,26.0,,,
ISA 22:3,ISA,22.0,3.0,"All your rulers have fled together, captured without a bow. All your fugitives were captured together, having fled to a distant place.","Abagaambi bao bonsi batamire bare amo, nigo babwatirwe batararaswa chinsara. Abanto bao bonsi banyoretwe nigo babwatetwe, nonya konya batamire gochia aare.","Viongozi wako wote wamekimbia pamoja, wamekamatwa bila kutumia upinde. Ninyi nyote mliokamatwa mlichukuliwa wafungwa pamoja, mlikimbia wakati adui alipokuwa bado mbali.",bible_ebible,22.0,21.0,21.0,,,
ISA 22:4,ISA,22.0,4.0,"Therefore I said, “Turn away from me, let me weep bitterly! Do not try to console me over the destruction of the daughter of my people.”","Ase ayio inche ngateeba: “Tobaisa kondigereria, ntige ndere nobororo ing’iyerie amariga; tobaisa gwechanda kondemia ase engencho y’ogosarigwa kw’omochie bw’abaanto baane.”","Kwa hiyo nilisema, “Geukia mbali nami, niache nilie kwa uchungu. Usijaribu kunifariji juu ya maangamizi ya watu wangu.”",bible_ebible,26.0,20.0,18.0,,,
ISA 22:5,ISA,22.0,5.0,For the Lord GOD of Hosts has set a day of tumult and trampling and confusion in the Valley of Vision— of breaking down the walls and crying to the mountains.,"Omonene, Nyasae bw’Emeganda, ochorire engaki ere nobotantanu, na ogotiringerwa inse, na omoichano, na engaki eyio nigo erache igoro ye Rikura ri’Amaroro. Ase engaki eyio chindwaki nchitagorwe chigwe inse, na ebirero mbiigweke gochia ase ebitunwa.","Bwana, Bwana Mwenye Nguvu Zote, anayo siku ya ghasia, ya kukanyaga, na ya kuogofya katika Bonde la Maono, siku ya kuangusha kuta na ya kupiga kelele mpaka milimani.",bible_ebible,31.0,34.0,28.0,,,
ISA 22:6,ISA,22.0,6.0,"Elam takes up a quiver, with chariots and horsemen, and Kir uncovers the shield.","Abaelamu nigo babogoretie chinsara, bagacha amo nabariini chigari na abe chibarasi; na abanto ba Kiri bagasokia chinguba chiabo.","Elamu analichukua podo, pamoja na waendesha magari ya vita na farasi. Kiri anaifungua ngao.",bible_ebible,14.0,18.0,14.0,,,
ISA 22:7,ISA,22.0,7.0,"Your choicest valleys are full of chariots, and horsemen are posted at the gates.","Amakura aino are amaya mono aichoirwe ne chigari, na abariini chibarasi mbateneine ase ebiita.","Mabonde yako yaliyo mazuri sana yamejaa magari ya vita, nao wapanda farasi wamewekwa kwenye malango ya mji;",bible_ebible,14.0,14.0,17.0,,,
ISA 22:8,ISA,22.0,8.0,He has uncovered the defenses of Judah. On that day you looked to the weapons in the House of the Forest.,Egekengero ki’Abayuda nigo kiarusetigweo kegima. Ase engaki eyio mokarigia ebirwanero biarenge kogachwa ase Enyomba ye Rinani.,"ulinzi wa Yuda umeondolewa. Nawe ulitazama siku ile silaha katika Jumba la Kifalme la Mwituni,",bible_ebible,21.0,16.0,15.0,,,
ISA 22:9,ISA,22.0,9.0,You saw that there were many breaches in the walls of the City of David. You collected water from the lower pool.,Erio mokanyora ng’a obotandoku bwe chindwaki chi’Omochie o Daudi bwabeire obonge; inwe mogatanga amaache tarua ase Ritibo ria Maate.,"mkaona kuwa Mji wa Daudi una matundu mengi katika ulinzi wake, mkaweka akiba ya maji kwenye Bwawa la Chini.",bible_ebible,22.0,19.0,19.0,,,
ISA 23:1,ISA,23.0,1.0,"This is the burden against Tyre: Wail, O ships of Tarshish, for Tyre is laid waste, without house or harbor. Word has reached them from the land of Cyprus.","Aya naro amang’ana igoro ya Turo. Inwe abe chimeeri chia Tarisisi, rera, ekiagera Turo osarigwe, chinyomba tichiyo, gose ekiambokero. Abanto b’ense ya Kuporo baabamanyirie amang’ana ayio.","Neno kuhusu Tiro: Ombolezeni, enyi meli za Tarshishi! Kwa kuwa Tiro imeangamizwa, imeachwa bila nyumba wala bandari. Kuanzia nchi ya Kitimu neno limewajia.",bible_ebible,29.0,26.0,23.0,,,
ISA 23:10,ISA,23.0,10.0,"Cultivate your land like the Nile, O Daughter of Tarshish; there is no longer a harbor.","Inwe abanto ba Tarisisi, menteka, moichore ase ense yaino, mobe buna amaache ’orooche rwa Naeli; kende tikeri kerabatange.","Ee Binti Tarshishi, pita katika nchi yako kama vile Mto Naili kwa kuwa huna tena bandari.",bible_ebible,16.0,18.0,16.0,,,
ISA 23:11,ISA,23.0,11.0,The LORD has stretched out His hand over the sea; He has made kingdoms tremble. He has given a command that the strongholds of Canaan be destroyed.,"Omonene oramboire okoboko kwaye igoro y’enyancha, onyegeirie amarwoti; orure ogochika igoro ya Kaanani ng’a chiburi chiaye chitagorwe.",Bwana amenyoosha mkono wake juu ya bahari na kuzifanya falme zake zitetemeke. Ametoa amri kuhusu Kanaani kwamba ngome zake ziangamizwe.,bible_ebible,27.0,17.0,20.0,,,
ISA 23:12,ISA,23.0,12.0,"He said, “You shall rejoice no more, O oppressed Virgin Daughter of Sidon. Get up and cross over to Cyprus— even there you will find no rest.”","Ere agateeba, “Aye omochie o Sidoni orenge buna omoiseke omwekuungi, korende bono gwakoreirwe bobe, tokonyara koba nomogooko naende. Imoka ogende Kuporo, nonya naroro tokonyara gotimoka.”","Alisema, “Usizidi kufurahi, ee Bikira Binti Sidoni, sasa umepondwa! “Simama, vuka uende Kitimu; hata huko hutapata pumziko.”",bible_ebible,27.0,25.0,17.0,,,
ISA 23:13,ISA,23.0,13.0,Look at the land of the Chaldeans — a people now of no account. The Assyrians destined it for the desert creatures; they set up their siege towers and stripped its palaces. They brought it to ruin.,"Rigereria ense y’Abakalidayo! Abanto aba tibaarenge egesaku. Abaasuri nabwo barentete ching’iti chi’orosana komenya aroro. Abwo bakaagacha chindwaki chi’okoboera, bakaonchorana chinyomba chi’obogaambi. Chi’omochie oyio, bakayotagora okaba etui.","Tazama katika nchi ya Wakaldayo, watu hawa ambao sasa hawaonekani kama wapo! Waashuru wameifanya nchi hiyo kuwa mahali pa viumbe wa jangwani. Wamesimamisha minara yao ya vita kuuzunguka, wameziteka ngome zake na kuziacha tupu na kuufanya kuwa magofu.",bible_ebible,37.0,26.0,38.0,,,
ISA 23:14,ISA,23.0,14.0,"Wail, O ships of Tarshish, for your harbor has been destroyed!","Inwe abe chimeeri chia Tarisisi rera, ekiagera chiburi chiaino chiatagoirwe.","Ombolezeni, enyi meli za Tarshishi; ngome yenu imeangamizwa!",bible_ebible,11.0,10.0,8.0,,,
ISA 23:15,ISA,23.0,15.0,"At that time Tyre will be forgotten for seventy years—the span of a king’s life. But at the end of seventy years, it will happen to Tyre as in the song of the harlot:","Ase amatuko ayio omochie o Turo mbwebwe ase engaki y’emiaka emerongo etano na ebere, emiaka ereng’aine ey’obogima bw’omorwoti oyomo. Emiaka eyio emerongo etano na ebere ekoera, neebe ase Turo buna ariikire ase ogoteera kw’omotayayi;","Wakati huo Tiro utasahauliwa kwa miaka sabini, muda wa maisha ya mfalme. Lakini mwisho wa miaka hiyo sabini, itakuwa kwa Tiro kama ilivyo katika wimbo wa kahaba:",bible_ebible,34.0,34.0,27.0,,,
ISA 23:16,ISA,23.0,16.0,"“Take up your harp, stroll through the city, O forgotten harlot. Make sweet melody, sing many a song, so you will be remembered.”","“Aye omokungu omotayayi konya kwebirwe, imokia obokano, oetanane ase omochie bwonsi, otere neriogi rigiya, otere amatera amange, erio nario orainyorwe.”","“Twaa kinubi, tembea mjini kote, ewe kahaba uliyesahauliwa; piga kinubi vizuri, imba nyimbo nyingi, ili upate kukumbukwa.”",bible_ebible,23.0,20.0,17.0,,,
ISA 23:17,ISA,23.0,17.0,"And at the end of seventy years, the LORD will restore Tyre. Then she will return to hire as a prostitute and sell herself to all the kingdoms on the face of the earth.","Emiaka eyio emerongo etano na ebere koyaerire, Omonene nachiche korora omochie o Turo; omochie oyio noiranere chingencho chiaye chinkoro, ochake gokora obonyaka amo namarwoti onsi are ase ense.","Mwishoni mwa miaka sabini, Bwana atashughulika na Tiro. Naye atarudia ajira yake ya ukahaba, na atafanya biashara yake na falme zote juu ya uso wa dunia.",bible_ebible,34.0,28.0,26.0,,,
ISA 23:18,ISA,23.0,18.0,"Yet her profits and wages will be set apart to the LORD; they will not be stored or saved, for her profit will go to those who live before the LORD, for abundant food and fine clothing.","Ebikonyorekana korwa ase oboonchoreria bwaye, na ebitoki bi’ogokora kwaye kw’obonyaka mbiatananwe ase Omonene, tibigosangererigwa na kogachwa. Ebio banyorire ase oboonchoreria nigo biranyorere abanto abwo bamenyete ase obosio vw’Omonene endagera eisaine, ne chianga chingiya chikobekwa.",Lakini faida na mapato yake yatawekwa wakfu kwa Bwana; hayatahifadhiwa wala kufichwa. Faida zake zitakwenda kwa wale wakaao mbele za Bwana kwa ajili ya chakula tele na mavazi mazuri.,bible_ebible,37.0,34.0,29.0,,,
ISA 23:2,ISA,23.0,2.0,"Be silent, O dwellers of the coastland, you merchants of Sidon, whose traders have crossed the sea.","Inwe abamomenyete ase egesinka, tegerera mokire‐kiri! Abaonchoreria ba Sidoni, abwo bagotaara ne chimeeri, kare nigo baichorete ase ense yaino.","Nyamazeni kimya, enyi watu wa kisiwani, pia ninyi wafanyabiashara wa Sidoni, ambao mabaharia wamewatajirisha.",bible_ebible,17.0,19.0,14.0,,,
ISA 23:3,ISA,23.0,3.0,On the great waters came the grain of Shihor; the harvest of the Nile was the revenue of Tyre; she was the merchant of the nations.,"Nigo bataarete ase chinyancha chinene, na ebitoki biaino nigo biarenge chimbusuro chia Sihori, na okwama kwe riranya ri’Orooche rwa Naeli. Ninwe mwarenge abaonchoreria b’ebisaku bionsi.","Kwenye maji makuu nafaka za Shihori zilikuja; mavuno ya Naili yalikuwa mapato ya Tiro, naye akawa soko la mataifa.",bible_ebible,26.0,25.0,19.0,,,
ISA 23:4,ISA,23.0,4.0,"Be ashamed, O Sidon, the stronghold of the sea, for the sea has spoken: “I have not been in labor or given birth. I have not raised young men or brought up young women.”","Aye Sidoni, rora obosooku; enyancha ere neburi enkong’u y’enyancha yatebiire iga: “Inche tinana kobina, gose koibora, tinana korera abana abamura, gose gokinia abaiseke abekungi.”","Uaibishwe ee Sidoni, nawe ee ngome la bahari, kwa kuwa bahari imesema: “Sijapata kuwa na uchungu wa kuzaa wala sijapata kuzaa, wala sijapata kulea wana wala kutunza mabinti.”",bible_ebible,34.0,24.0,28.0,,,
ISA 23:5,ISA,23.0,5.0,"When the report reaches Egypt, they will writhe in agony over the news of Tyre.","Ekero Abamisiri baraigwe amang’ana ayio igoro ya Turo, nigo baraichane mono.","Habari ifikapo Misri, watakuwa katika maumivu makuu kwa ajili ya taarifa kutoka Tiro.",bible_ebible,15.0,11.0,13.0,,,
ISA 23:6,ISA,23.0,6.0,"Cross over to Tarshish; wail, O inhabitants of the coastland!","Inwe abamomenyete ase egesinka, amboka, mogende Tarisisi, morere!","Vukeni mpaka Tarshishi, ombolezeni, enyi watu wa kisiwani.",bible_ebible,10.0,8.0,8.0,,,
ISA 23:7,ISA,23.0,7.0,"Is this your jubilant city, whose origin is from antiquity, whose feet have taken her to settle far away?","Inee! Oyo nomochie oria oino oichire nomogooko, omochie oyio oagachetwe ase chingaki chia kare, oyio amagoro ’abaanto baye abogoretie gochia komenya ase chinse chi’aare?","Je, huu ndio mji wenu uliojaa sherehe, mji wa zamani, zamani kabisa ambao miguu yake imeuchukua kufanya makao nchi za mbali sana?",bible_ebible,19.0,24.0,22.0,,,
ISA 23:8,ISA,23.0,8.0,"Who planned this against Tyre, the bestower of crowns, whose traders are princes, whose merchants are renowned on the earth?","Ning’o oroberetie amang’ana aya onsi mamincha ya Turo? Omochie oyio orenge kobekera abarwoti chigutwa, na abaonchoreria baye nigo baarenge abagaambi, na abaoonia baye nigo basikire ase ense.","Ni nani amepanga hili dhidi ya Tiro, mji utoao mataji, ambao wafanyabiashara wake ni wana wa mfalme na wachuuzi wake ni watu mashuhuri wa dunia?",bible_ebible,20.0,27.0,25.0,,,
ISA 23:9,ISA,23.0,9.0,"The LORD of Hosts planned it, to defile all its glorious beauty, to disgrace all the renowned of the earth.",Omonene bw’Emeganda nere oroberetie ayio ase okoiyeria inse oboenenu bw’obonene na gochaaya abanene bonsi b’ense.,"Bwana Mwenye Nguvu Zote ndiye alipanga jambo hili, ili kukishusha kiburi cha utukufu wote na kuwanyenyekesha wale wote ambao ni mashuhuri duniani.",bible_ebible,20.0,15.0,22.0,,,
ISA 24:1,ISA,24.0,1.0,"Behold, the LORD lays waste the earth and leaves it in ruins. He will twist its surface and scatter its inhabitants—","Naama! Omonene nasarie ense, ayetige ere bosa; nayeonchorane ayeumamie, na abanto bamenyeteo abasiarere gochia aaria na aaria.","Tazama, Bwana ataifanya dunia kuwa ukiwa na kuiharibu, naye atauharibu uso wake na kutawanya wakaao ndani yake:",bible_ebible,21.0,17.0,17.0,,,
ISA 24:10,ISA,24.0,10.0,The city of chaos is shattered; every house is closed to entry.,"Omochie oyio obwate eburu‐buru otagoirwe; kera enyomba ereo yasiekirwe, monto onde tari ogosoa aroro.","Mji ulioharibiwa umekuwa ukiwa, mlango wa kila nyumba umefungwa.",bible_ebible,12.0,14.0,9.0,,,
ISA 24:11,ISA,24.0,11.0,In the streets they cry out for wine. All joy turns to gloom; rejoicing is exiled from the land.,"Okorera okonene kwaigwekanire ase chinchera, ekiagera edivai teiyo; omogooko bwonsi oerire, na omochengo bw’ense osirire.","Barabarani wanalilia kupata mvinyo, furaha yote imegeuka kuwa majonzi, furaha yote imefukuziwa mbali na dunia.",bible_ebible,19.0,15.0,15.0,,,
ISA 24:12,ISA,24.0,12.0,The city is left in ruins; its gate is reduced to rubble.,Omochie osarigwe kegima; ebiita biatagoirwe na konacha‐nachanwa.,"Mji umeachwa katika uharibifu, lango lake limevunjwa vipande.",bible_ebible,12.0,7.0,8.0,,,
ISA 24:13,ISA,24.0,13.0,"So will it be on the earth and among the nations, like a harvested olive tree, like a gleaning after a grape harvest.","Amang’ana ayio naro arabinyore ebisaku bire ase ense; ense neebe buna ekero emezeituni ekonyegerigwa ase okoarora amatunda, na buna ogochorwa kw’amazeituni amatigari.","Ndivyo itakavyokuwa duniani na miongoni mwa mataifa, kama vile wakati mzeituni upigwavyo, au kama vile wakati masazo yabakiavyo baada ya zabibu kuvunwa.",bible_ebible,23.0,22.0,22.0,,,
ISA 24:14,ISA,24.0,14.0,"They raise their voices, they shout for joy; from the west they proclaim the majesty of the LORD.","Erio abanto mbaake amariogi batere nomogooko, mbaake amariogi korwa bosongo batogie obonene bw’Omonene.","Wanainua sauti zao, wanapiga kelele kwa furaha, kutoka magharibi wanasifu kwa ukelele utukufu wa Bwana.",bible_ebible,18.0,13.0,15.0,,,
ISA 24:15,ISA,24.0,15.0,"Therefore glorify the LORD in the east. Extol the name of the LORD, the God of Israel in the islands of the sea.","Ase ayio inwe abamore moocha, motogie Omonene; abamore ase ebisinka na ase chinse chire ang’e nenyancha, togia erieta ri’Omonene, Nyasae bw’Abaisraeli.","Kwa hiyo upande wa mashariki mpeni Bwana utukufu, liadhimisheni jina la Bwana, Mungu wa Israeli, katika visiwa vya bahari.",bible_ebible,23.0,21.0,19.0,,,
ISA 24:16,ISA,24.0,16.0,"From the ends of the earth we hear singing: “Glory to the Righteous One.” But I said, “I am wasting away! I am wasting away! Woe is me.” The treacherous betray; the treacherous deal in treachery.","Korwa chinsinyo chi’ense twaigure amatera ay’ogotogia obonene bw’Oyore Omonyene Oboronge. Korende nigo ngoteeba, “Naki nachandekire! Naki nachandekire! Obobe nobwane! Abakorekanu nigo bagendererete gokorekania, ee, nigo bagendererete gokorekania mono.”","Kutoka miisho ya dunia tunasikia uimbaji: “Utukufu kwa Yule Mwenye Haki.” Lakini nilisema, “Ninadhoofika, ninadhoofika! Ole wangu! Watenda hila wanasaliti! Kwa hila watenda hila wanasaliti!”",bible_ebible,36.0,28.0,25.0,,,
ISA 24:17,ISA,24.0,17.0,"Terror and pit and snare await you, O dweller of the earth.","Inwe abamomenyete ase ense, obwoba, na eirima, na omoeto, nigo bibaganyete.","Hofu, shimo na mtego vinakungojea, ewe mtu ukaaye duniani.",bible_ebible,12.0,11.0,9.0,,,
ISA 24:18,ISA,24.0,18.0,"Whoever flees the sound of panic will fall into the pit, and whoever climbs from the pit will be caught in the snare. For the windows of heaven are open, and the foundations of the earth are shaken.","Nebe ng’a oyogotama kaigure eriogi ri’okogosa nagwe ase eirima, na oyo orasoke korwa ase eirima eyio nabwatwe nomoeto, ekiagera chitirisa chia igoro chiaigoirwe, oboroso bw’ense bwanyegerigwe.","Kila akimbiaye asikiapo sauti ya hofu atatumbukia shimoni, naye yeyote apandaye kutoka shimoni, atanaswa kwenye mtego. Malango ya gharika ya mbinguni yamefunguliwa, misingi ya dunia inatikisika.",bible_ebible,38.0,26.0,26.0,,,
ISA 24:19,ISA,24.0,19.0,"The earth is utterly broken apart, the earth is split open, the earth is shaken violently.","Ense yabwerekire, ee, yabwerekire kegima, yatandoirwe ebing’ese; ense yatengechigwe ne chinguru chintindi.","Dunia imepasuka, dunia imechanika, dunia imetikiswa kabisa.",bible_ebible,16.0,12.0,7.0,,,
ISA 24:20,ISA,24.0,20.0,"The earth staggers like a drunkard and sways like a shack. Earth’s rebellion weighs it down, and it falls, never to rise again.","Ense yatindire buna oyotindire amarwa; nigo ekorunda‐rundigwa buna oborunda‐rundia bw’omote. Ogosaria kwaye kwayeritoereire, negwe, tekonyara koboka naende.","Dunia inapepesuka kama mlevi, inayumbayumba kama kibanda kwenye upepo; imelemewa sana na mzigo wa hatia ya uasi wake na ikianguka kamwe haitainuka tena.",bible_ebible,23.0,17.0,23.0,,,
ISA 24:21,ISA,24.0,21.0,In that day the LORD will punish the host of heaven above and the kings of the earth below.,"Ase engaki eyi’Omonene narue egesusuro ase emeganda ere igoro, aaria igoro, narue egesusuro ase abarwoti b’ense, aiga ase ense.","Katika siku ile Bwana ataadhibu nguvu zilizoko mbinguni juu, na wafalme walioko duniani chini.",bible_ebible,19.0,19.0,14.0,,,
ISA 24:22,ISA,24.0,22.0,They will be gathered together like prisoners in a pit. They will be confined to a dungeon and punished after many days.,"Barabwo mbasangererigwe amo buna abasibwa, babekwe ase engoro eyemo; mbasiekerwe buna abasibwa, na ekero amatuko amange aerire mbaegwe egesusuro.","Watakusanywa pamoja kama wafungwa waliofungwa gerezani, watafungiwa gerezani na kuadhibiwa baada ya siku nyingi.",bible_ebible,22.0,19.0,14.0,,,
ISA 24:23,ISA,24.0,23.0,"The moon will be confounded and the sun will be ashamed; for the LORD of Hosts will reign on Mount Zion and in Jerusalem, and before His elders with great glory.","Erio omotienyi tokorua oborabu bwaye, na erioba tirikobara, ekiagera Omonene bw’Emeganda nabe okogaamba ase egetunwa gia Sayoni, na ase Yerusalemu, na ase abagaaka b’aroro naorokie obonene bwaye.","Mwezi utatiwa haya, nalo jua litaaibishwa; kwa maana Bwana Mwenye Nguvu Zote atawala juu ya Mlima Sayuni na katika Yerusalemu, tena mbele ya wazee wake kwa utukufu.",bible_ebible,31.0,27.0,27.0,,,
ISA 24:3,ISA,24.0,3.0,The earth will be utterly laid waste and thoroughly plundered. For the LORD has spoken this word.,"Ense nesarigwe kegima ebe bosa, ekiagera n’Omonene oteebire ring’ana erio.",Dunia itaharibiwa kabisa na kutekwa nyara kabisa. Bwana amesema neno hili.,bible_ebible,17.0,10.0,11.0,,,
ISA 24:4,ISA,24.0,4.0,The earth mourns and withers; the world languishes and fades; the exalted of the earth waste away.,"Ense nigo ekweumia na kogenderera gosira; oboiko bwonsi bwagoyire, ngochia gosira bore, na abare abanene b’ense baereirwe chinguru.","Dunia inakauka na kunyauka, dunia inanyongʼonyea na kunyauka, waliotukuzwa wa dunia wananyongʼonyea.",bible_ebible,17.0,18.0,12.0,,,
ISA 24:5,ISA,24.0,5.0,The earth is defiled by its people; they have transgressed the laws; they have overstepped the decrees and broken the everlasting covenant.,"Ense yasarigwe nabaanto bamenyeteo; barabwo basaririe amachiiko, bangire koigwera emeroberio echiikire, naende basaririe okobwatana kw’ogotianania gwa kare na kare.","Dunia imetiwa unajisi na watu wake; wameacha kutii sheria, wamevunja amri na kuvunja agano la milele.",bible_ebible,22.0,19.0,16.0,,,
ISA 24:6,ISA,24.0,6.0,"Therefore a curse has consumed the earth, and its inhabitants must bear the guilt; the earth’s dwellers have been burned, and only a few survive.","Ase ayio okoragererigwa nkogendererete gosiria ense; abanto bamenyeteo nigo bachandegete ase engencho y’okomocha kwabo kw’ebibe, basambirwe, na abanto abake boka batigaireo.","Kwa hiyo laana inaiteketeza dunia, watu wake lazima waichukue hatia yao. Kwa hiyo wakazi wa dunia wameteketezwa, nao waliosalia ni wachache sana.",bible_ebible,25.0,21.0,22.0,,,
ISA 24:7,ISA,24.0,7.0,"The new wine dries up, the vine withers. All the merrymakers now groan.","Edivai enyia nigo ekobokia amagombo, na emesabibu yasusanire, na abanto bonsi baarenge nomogooko bw’enkoro nigo baichanete.","Divai mpya inakauka na mzabibu unanyauka, watu wote wafurahishao wanalia kwa huzuni.",bible_ebible,13.0,16.0,12.0,,,
ISA 24:8,ISA,24.0,8.0,The joyful tambourines have ceased; the noise of revelers has stopped; the joyful harp is silent.,"Omogoko bw’eriogi rie chinchigiri oerire, na eriogi ri’abwo bagochenga riaerire, na omogooko bw’eriogi ri’amakano oerire.","Furaha ya matoazi imekoma, kelele za wenye furaha zimekoma, shangwe za kinubi zimenyamaza.",bible_ebible,16.0,15.0,13.0,,,
ISA 24:9,ISA,24.0,9.0,They no longer sing and drink wine; strong drink is bitter to those who consume it.,Bono abanto tibagenderereti goteera ekero bakonywa edivai; ebinyugwa bigotindia biabeire ebiroro ase abwo bakobinywa.,"Hawanywi tena mvinyo pamoja na wimbo, kileo ni kichungu kwa wanywaji wake.",bible_ebible,16.0,14.0,12.0,,,
ISA 25:1,ISA,25.0,1.0,"O LORD, You are my God! I will exalt You; I will praise Your name. For You have worked wonders— plans formed long ago— in perfect faithfulness.","Aye Omonene, naye Nyasae one; ninkoimokererie igoro, nintogie erieta riao; aye gwakorire amang’ana ’ogokumia emeroberio yao korwa kare nigo ere ey’obwegenwa na ekeene.","Ee Bwana, wewe ni Mungu wangu, nitakutukuza na kulisifu jina lako, kwa maana katika ukamilifu wa uaminifu umetenda mambo ya ajabu, mambo yaliyokusudiwa tangu zamani.",bible_ebible,27.0,23.0,25.0,,,
ISA 25:10,ISA,25.0,10.0,For the hand of the LORD will rest on this mountain. But Moab will be trampled in his place as straw is trodden into the dung pile.,"Okoboko kw’Omonene nkobeere igoro y’egetunwa eke, korende Abamoabu mbatiringerwe inse aase abo buna obonyansi obwomo bogotiringeranigwa ase engoro y’esike.","Mkono wa Bwana utatulia juu ya mlima huu, bali Moabu atakanyagwa chini kama majani makavu yakanyagwavyo kwenye shimo la mbolea.",bible_ebible,27.0,19.0,20.0,,,
ISA 25:11,ISA,25.0,11.0,"He will spread out his hands within it, as a swimmer spreads his arms to swim. His pride will be brought low, despite the skill of his hands.","Barabwo mbarambore amaboko abo buna omonto akorambora amaboko aye ase ogoaka entimbu, korende Omonene nasirie oboenenu bwabo amo nobong’ainereria bw’emeremo y’amaboko abo.","Watakunjua mikono yao katikati yake, kama vile mwogeleaji akunjuavyo mikono yake ili aogelee. Mungu atashusha kiburi chao licha ya ujanja wa mikono yao.",bible_ebible,28.0,22.0,23.0,,,
ISA 25:12,ISA,25.0,12.0,"The high-walled fortress will be brought down, cast to the ground, into the dust.","Natagore emerobiri emetambe y’ogwekengera ere ase chindwaki chiabo, nayeiyerie inse kegima, ee, negwe inse ase riroba.","Atabomoa kuta ndefu za maboma yako na kuziangusha chini, atazishusha chini ardhini, mpaka mavumbini kabisa.",bible_ebible,14.0,16.0,15.0,,,
ISA 25:2,ISA,25.0,2.0,"Indeed, You have made the city a heap of rubble, the fortified town a ruin. The fortress of strangers is a city no more; it will never be rebuilt.","Aye gwatagoire omochie, kwayokorire obeire etui y’amagena, omochie oyio konya ogiteire chindwaki obeire ritongo. Gwasaririe chinyomba chinene chi’omochie bw’abamenyi, omochie oyio tokoagachwa naende.","Umeufanya mji kuwa lundo la kifusi, mji wenye ngome kuwa magofu, ngome imara ya wageni kuwa si mji tena, wala hautajengwa tena kamwe.",bible_ebible,29.0,23.0,23.0,,,
ISA 25:3,ISA,25.0,3.0,"Therefore, a strong people will honor You. The cities of ruthless nations will revere You.","Ase ayio, abanto bare ne chinguru mbagotogie, emechie y’ebisaku ebitindi nekoiroke.","Kwa hiyo mataifa yenye nguvu yatakuheshimu, miji ya mataifa katili itakuheshimu wewe.",bible_ebible,15.0,11.0,12.0,,,
